Date,Open,High,Low,Close,Volume
2017-11-24,14601.07,14645.41,14596.6,14628.58,0
2017-11-23,14559.93,14605.28,14506.77,14572.15,0
2017-11-22,14566.1,14591.09,14501.05,14550.08,0
2017-11-21,14528.83,14585.39,14507.01,14533.72,0
2017-11-20,14471.85,14506.71,14438.38,14493.95,0
2017-11-17,14455.91,14537.39,14430.5,14454.33,0
2017-11-16,14227.12,14366.24,14226.9,14344.02,0
2017-11-15,14333.6,14333.64,14164.9,14203.06,0
2017-11-14,14375.71,14419.58,14314.01,14328.35,0
2017-11-13,14524.37,14532.33,14369.16,14379.22,0
2017-11-10,14477.7,14531.07,14411.31,14484.86,0
2017-11-09,14496.93,14542.21,14388.74,14480.92,0
2017-11-08,14542.82,14568.67,14403.11,14435.36,0
2017-11-07,14712.57,14741.48,14491.1,14518.09,0
2017-11-06,14676.99,14731.05,14634.65,14681.83,0
2017-11-03,14658.98,14676.36,14600.31,14657.91,0
2017-11-02,14637.6,14664.07,14590.93,14620.89,0
2017-11-01,14544.8,14639.05,14543.99,14608.93,0
2017-10-31,14501.09,14522.24,14455.35,14485.57,0
2017-10-30,14450.63,14517.71,14446.43,14494.19,0
2017-10-27,14445.01,14460.36,14389.16,14405.17,0
2017-10-26,14360.7,14430.89,14317.62,14415.98,0
2017-10-25,14367.14,14406.59,14281.75,14351.96,0
2017-10-24,14236.67,14276.14,14207.12,14236.09,0
2017-10-23,14164.61,14239.85,14127.01,14198.43,0
2017-10-19,14266.86,14272.62,14116.65,14122.02,0
2017-10-18,14235.9,14258.46,14177.81,14221.15,0
2017-10-17,14232.52,14266.09,14208.29,14247.04,0
2017-10-16,14177.56,14247.65,14152.53,14220.91,0
2017-10-13,14101.12,14174.79,14100.79,14146.89,0
2017-10-12,13949.08,14083.64,13913.18,14073.21,0
2017-10-11,14021.96,14072.94,13874.41,13920.86,0
2017-10-10,13957.11,14009.18,13957.05,13988.24,0
2017-10-09,13934.92,13978.29,13900.52,13930.58,0
2017-10-06,13812.34,13920.2,13812.34,13910.16,0
2017-10-05,13812.06,13855.88,13776.39,13786.36,0
2017-10-04,13741.59,13817.93,13715.74,13786.47,0
2017-10-03,13704.23,13744.39,13684.23,13715.18,0
2017-09-29,13593.09,13702.4,13592.38,13610.7,0
2017-09-28,13512.06,13569.06,13427.95,13549.52,0
2017-09-27,13762.63,13767.59,13463.04,13488.39,0
2017-09-26,13693.46,13742.27,13613.01,13702.1,0
2017-09-25,13856.21,13864.28,13578.52,13676.28,0
2017-09-22,14090.86,14090.86,13817.5,13834.58,0
2017-09-21,14163.38,14188.52,14012.46,14110.4,0
2017-09-20,14205.73,14216.92,14149.84,14157.97,0
2017-09-19,14204.29,14205.78,14148.29,14178.1,0
2017-09-18,14122.66,14195.41,14122.53,14167.49,0
2017-09-15,14051.13,14107.43,14005.31,14077.6,0
2017-09-14,14117.01,14128.18,14047.53,14074.78,0
2017-09-13,14094.87,14139.1,14017.66,14038.26,0
2017-09-12,14015.07,14082.55,13991.42,14075.48,0
2017-09-11,13901.76,13982.66,13900.13,13953.11,0
2017-09-08,13888.77,13918.55,13823.03,13848.84,0
2017-09-07,13862.65,13908.15,13849.27,13863.4,0
2017-09-06,13808.97,13843.51,13754.26,13818.22,0
2017-09-05,13790.32,13854.71,13771.66,13841.91,0
2017-09-04,13874.96,13875.02,13678.31,13765.68,0
2017-09-01,13781.37,13871.39,13777.48,13857.59,0
2017-08-31,13735.26,13769.81,13695.85,13762.13,0
2017-08-30,13622.0,13740.06,13621.76,13716.31,0
2017-08-29,13715.33,13718.28,13558.75,13569.69,0
2017-08-28,13666.23,13733.06,13662.32,13721.44,0
2017-08-24,13621.36,13642.59,13592.4,13617.08,0
2017-08-23,13501.86,13592.35,13492.23,13586.07,0
2017-08-22,13512.46,13568.12,13431.81,13451.61,0
2017-08-21,13637.74,13661.77,13446.59,13462.74,0
2017-08-18,13646.78,13646.78,13517.45,13595.73,0
2017-08-17,13712.39,13741.67,13649.41,13671.49,0
2017-08-16,13564.48,13669.27,13496.37,13660.04,0
2017-08-14,13385.82,13540.77,13385.67,13512.71,0
2017-08-11,13354.24,13426.72,13245.92,13336.33,0
2017-08-10,13644.68,13645.48,13356.06,13497.7,0
2017-08-09,13770.83,13782.33,13631.36,13634.15,0
2017-08-08,13955.9,13968.92,13757.67,13797.59,0
2017-08-07,13911.0,13953.73,13897.25,13929.65,0
2017-08-04,13794.44,13893.8,13773.7,13879.81,0
2017-08-03,13911.2,13911.2,13787.6,13808.49,0
2017-08-02,13955.62,13963.72,13866.55,13894.31,0
2017-08-01,13934.41,13944.06,13895.34,13928.15,0
2017-07-31,13862.07,13907.26,13842.98,13897.23,0
2017-07-28,13822.39,13842.87,13748.97,13828.51,0
2017-07-27,13885.21,13947.56,13802.38,13822.04,0
2017-07-26,13801.3,13844.25,13789.33,13835.12,0
2017-07-25,13803.73,13813.15,13753.51,13776.11,0
2017-07-24,13732.8,13797.69,13723.61,13763.3,0
2017-07-21,13706.53,13724.44,13608.32,13704.49,0
2017-07-20,13723.88,13730.67,13658.14,13665.62,0
2017-07-19,13639.11,13705.56,13626.4,13699.15,0
2017-07-18,13621.1,13669.65,13572.82,13581.81,0
2017-07-17,13676.71,13706.44,13662.94,13692.47,0
2017-07-14,13691.37,13699.94,13596.84,13660.58,0
2017-07-13,13619.45,13676.05,13618.08,13664.47,0
2017-07-12,13542.73,13583.9,13527.66,13575.7,0
2017-07-11,13567.48,13594.6,13503.84,13512.45,0
2017-07-10,13466.14,13551.98,13460.02,13535.83,0
2017-07-07,13417.22,13437.19,13382.15,13409.25,0
2017-07-06,13396.45,13454.44,13390.37,13411.66,0
2017-07-05,13330.45,13376.96,13307.82,13367.72,0
2017-07-04,13355.08,13372.53,13285.29,13303.99,0
2017-07-03,13253.59,13323.38,13211.19,13314.72,0
2017-06-30,13125.0,13194.4,13059.68,13178.45,0
2017-06-29,13128.43,13211.2,13115.47,13130.59,0
2017-06-28,13112.49,13131.83,13052.88,13091.72,0
2017-06-27,13239.9,13257.47,13052.34,13102.99,0
2017-06-23,13338.72,13342.45,13176.58,13207.78,0
2017-06-22,13373.04,13431.53,13302.34,13316.08,0
2017-06-21,13365.94,13365.95,13318.72,13342.37,0
2017-06-20,13385.8,13396.88,13347.77,13362.56,0
2017-06-19,13330.44,13380.06,13322.4,13354.99,0
2017-06-16,13309.2,13339.9,13267.94,13287.83,0
2017-06-15,13319.93,13321.35,13252.55,13277.7,0
2017-06-14,13303.44,13313.68,13248.97,13303.08,0
2017-06-13,13300.12,13354.0,13272.52,13288.32,0
2017-06-12,13348.05,13348.2,13265.08,13287.07,0
2017-06-09,13319.81,13366.07,13277.25,13355.15,0
2017-06-08,13347.83,13364.61,13305.66,13318.96,0
2017-06-07,13297.99,13345.67,13279.22,13323.45,0
2017-06-06,13375.36,13378.46,13252.08,13271.8,0
2017-06-05,13306.58,13353.87,13290.33,13332.17,0
2017-06-02,13257.37,13302.04,13257.21,13290.23,0
2017-06-01,13198.12,13240.96,13182.46,13221.57,0
2017-05-31,13190.13,13229.39,13172.29,13199.15,0
2017-05-30,13108.98,13169.9,13060.25,13158.31,0
2017-05-29,13154.62,13200.55,13063.04,13112.1,0
2017-05-26,13022.44,13171.57,13008.58,13164.84,0
2017-05-25,12842.82,13016.07,12833.19,13007.44,0
2017-05-24,12924.09,12949.08,12781.06,12810.75,0
2017-05-23,13023.03,13029.56,12837.1,12893.54,0
2017-05-22,13121.25,13151.78,13007.07,13016.74,0
2017-05-19,13134.02,13206.81,12995.4,13051.03,0
2017-05-18,13205.59,13222.12,13070.02,13085.67,0
2017-05-17,13286.58,13288.81,13237.75,13270.3,0
2017-05-16,13221.75,13276.68,13214.54,13273.3,0
2017-05-15,13154.59,13200.6,13154.09,13195.46,0
2017-05-12,13187.01,13188.97,13076.87,13112.98,0
2017-05-11,13189.34,13215.77,13158.03,13167.6,0
2017-05-10,13058.63,13158.46,13058.29,13151.07,0
2017-05-09,13022.55,13052.12,13000.87,13027.62,0
2017-05-08,12984.03,13029.14,12976.94,13001.19,0
2017-05-05,13076.19,13084.26,12920.2,12945.57,0
2017-05-04,13050.72,13070.43,13019.9,13062.14,0
2017-05-03,13036.05,13052.6,12984.19,12997.91,0
2017-05-02,13016.89,13057.46,12941.37,13006.66,0
2017-04-28,13014.73,13017.09,12959.33,12979.24,0
2017-04-27,13013.9,13032.13,12979.88,12993.79,0
2017-04-26,13019.13,13053.04,12924.67,13005.91,0
2017-04-25,12919.14,12987.25,12908.2,12982.49,0
2017-04-24,12752.63,12862.69,12752.45,12854.14,0
2017-04-21,12794.37,12804.43,12690.34,12729.13,0
2017-04-20,12688.47,12752.07,12686.3,12741.44,0
2017-04-19,12659.88,12693.06,12616.53,12675.68,0
2017-04-18,12739.88,12827.24,12630.63,12643.78,0
2017-04-17,12716.82,12735.46,12672.77,12706.02,0
2017-04-13,12769.62,12773.65,12703.75,12710.75,0
2017-04-12,12829.8,12838.88,12690.98,12766.16,0
2017-04-11,12742.17,12814.14,12727.28,12809.11,0
2017-04-10,12742.5,12771.72,12707.65,12724.97,0
2017-04-07,12763.62,12804.46,12695.35,12712.39,0
2017-04-06,12787.56,12794.12,12736.17,12785.0,0
2017-04-05,12757.3,12799.63,12714.6,12789.32,0
2017-04-03,12674.13,12730.63,12669.36,12725.42,0
2017-03-31,12612.14,12650.57,12601.0,12631.9,0
2017-03-30,12562.79,12613.73,12557.11,12605.3,0
2017-03-29,12532.29,12554.84,12513.86,12547.77,0
2017-03-28,12463.21,12513.04,12463.21,12502.2,0
2017-03-27,12486.42,12491.67,12400.24,12428.98,0
2017-03-24,12466.99,12523.14,12466.88,12485.43,0
2017-03-23,12393.39,12470.93,12393.26,12454.94,0
2017-03-22,12440.89,12440.89,12346.72,12366.69,0
2017-03-21,12520.44,12527.14,12438.08,12488.63,0
2017-03-20,12548.08,12561.9,12488.69,12507.67,0
2017-03-17,12570.58,12591.57,12497.76,12524.81,0
2017-03-16,12446.02,12523.35,12446.02,12516.72,0
2017-03-15,12384.93,12427.24,12376.92,12404.64,0
2017-03-14,12370.88,12415.34,12332.23,12372.51,0
2017-03-10,12206.99,12246.1,12151.21,12176.27,0
2017-03-09,12182.34,12215.51,12154.27,12178.3,0
2017-03-08,12229.07,12239.17,12135.25,12179.26,0
2017-03-07,12251.22,12253.47,12204.31,12219.59,0
2017-03-06,12174.55,12242.77,12174.55,12232.52,0
2017-03-03,12142.81,12167.62,12101.74,12156.62,0
2017-03-02,12296.53,12313.7,12122.63,12143.24,0
2017-03-01,12207.6,12271.42,12206.29,12247.98,0
2017-02-28,12183.68,12214.7,12158.72,12176.95,0
2017-02-27,12220.28,12240.36,12168.48,12176.88,0
2017-02-23,12214.05,12270.7,12201.78,12212.8,0
2017-02-22,12228.08,12256.35,12181.52,12201.17,0
2017-02-21,12173.48,12222.07,12155.24,12206.79,0
2017-02-20,12084.34,12157.47,12063.07,12152.54,0
2017-02-17,12107.76,12127.42,12039.52,12068.0,0
2017-02-16,11918.06,12011.98,11887.69,12006.41,0
2017-02-15,12003.85,12029.63,11885.39,11898.0,0
2017-02-14,12067.41,12067.49,11999.68,12017.95,0
2017-02-13,12092.32,12098.54,11985.08,12048.6,0
2017-02-10,12076.11,12099.43,12034.52,12053.91,0
2017-02-09,12055.89,12105.44,11977.98,12049.23,0
2017-02-08,12037.55,12059.64,11954.61,12032.03,0
2017-02-07,12065.96,12076.24,11974.23,12014.51,0
2017-02-06,12006.22,12073.11,12006.02,12051.26,0
2017-02-03,11947.69,11978.43,11921.46,11959.4,0
2017-02-02,11893.33,11949.3,11856.19,11924.46,0
2017-02-01,11673.7,11879.85,11643.62,11873.72,0
2017-01-31,11788.18,11788.3,11649.01,11659.94,0
2017-01-30,11781.32,11811.72,11750.04,11773.74,0
2017-01-27,11737.43,11825.55,11736.83,11783.09,0
2017-01-25,11596.85,11724.65,11596.8,11716.17,0
2017-01-24,11471.92,11572.27,11468.52,11564.65,0
2017-01-23,11382.51,11465.11,11372.96,11449.08,0
2017-01-20,11500.59,11514.38,11379.81,11388.54,0
2017-01-19,11495.34,11532.27,11483.11,11518.8,0
2017-01-18,11463.15,11540.7,11462.53,11490.75,0
2017-01-17,11477.07,11504.2,11427.7,11448.45,0
2017-01-16,11430.27,11470.02,11400.97,11456.66,0
2017-01-13,11470.91,11493.35,11389.97,11423.49,0
2017-01-12,11418.89,11454.18,11398.46,11429.21,0
2017-01-11,11306.83,11413.69,11306.83,11402.48,0
2017-01-10,11235.97,11279.15,11235.91,11274.73,0
2017-01-09,11227.17,11231.32,11193.78,11203.16,0
2017-01-06,11263.9,11293.46,11185.21,11199.51,0
2017-01-05,11161.42,11247.96,11161.42,11236.35,0
2017-01-04,11133.86,11163.65,11110.58,11119.08,0
2017-01-03,11086.65,11145.85,11055.02,11119.59,0
2017-01-02,11071.08,11091.39,11005.66,11072.57,0
2016-12-30,10964.29,11056.68,10953.13,11036.44,0
2016-12-29,10882.52,10940.41,10818.34,10931.52,0
2016-12-28,10824.25,10916.1,10820.02,10829.73,0
2016-12-27,10636.57,10815.64,10617.28,10801.71,0
2016-12-26,10772.57,10775.15,10628.84,10633.98,0
2016-12-23,10774.0,10834.65,10725.46,10781.37,0
2016-12-22,10901.8,10907.26,10767.09,10782.56,0
2016-12-21,10945.97,10964.41,10897.74,10907.8,0
2016-12-20,10988.97,11008.97,10903.06,10922.72,0
2016-12-19,11042.96,11042.96,10972.83,10982.89,0
2016-12-16,11067.19,11081.51,11020.55,11031.97,0
2016-12-15,11045.06,11147.94,11002.38,11056.28,0
2016-12-14,11147.64,11153.69,11068.12,11080.37,0
2016-12-13,11133.83,11149.84,11088.7,11141.36,0
2016-12-12,11224.47,11224.48,11088.73,11108.97,0
2016-12-09,11239.13,11249.6,11207.21,11227.73,0
2016-12-08,11077.97,11214.49,11077.3,11205.17,0
2016-12-07,11098.17,11132.45,10992.22,11026.88,0
2016-12-06,11072.65,11121.04,11063.91,11074.58,0
2016-12-05,11002.4,11060.87,10964.51,11047.74,0
2016-12-02,11095.37,11095.37,10972.55,10989.25,0
2016-12-01,11232.89,11237.64,11124.73,11130.68,0
2016-11-30,11108.67,11203.12,11091.02,11195.09,0
2016-11-29,11067.47,11148.2,11057.48,11076.11,0
2016-11-28,11002.53,11071.97,10963.72,11042.1,0
2016-11-25,10858.46,11016.01,10836.53,11005.09,0
2016-11-24,10873.53,10875.9,10788.5,10821.11,0
2016-11-23,10859.52,10893.01,10782.49,10879.02,0
2016-11-22,10747.78,10825.41,10696.14,10805.1,0
2016-11-21,10955.93,10959.73,10675.77,10691.03,0
2016-11-18,10937.93,10978.19,10871.42,10920.98,0
2016-11-17,10958.8,11013.4,10885.67,10917.59,0
2016-11-16,11012.88,11087.94,10907.17,10946.59,0
2016-11-15,11286.42,11286.52,10917.15,10934.43,0
2016-11-11,11545.77,11545.81,11249.02,11270.49,0
2016-11-10,11599.28,11713.38,11593.22,11613.31,0
2016-11-09,11109.07,11508.21,10820.28,11462.2,0
2016-11-08,11627.28,11665.28,11569.7,11645.65,0
2016-11-07,11602.15,11653.86,11572.66,11595.48,0
2016-11-04,11629.01,11635.01,11461.39,11504.86,0
2016-11-03,11692.65,11739.6,11603.62,11617.59,0
2016-11-02,11795.04,11795.16,11681.0,11691.6,0
2016-11-01,11896.11,11926.95,11854.95,11862.94,0
2016-10-28,11826.24,11871.28,11778.91,11853.37,0
2016-10-27,11821.15,11828.34,11723.32,11795.86,0
2016-10-26,11922.8,11922.8,11805.5,11833.43,0
2016-10-25,11951.56,11961.93,11891.31,11931.44,0
2016-10-24,11956.96,11987.24,11928.58,11952.74,0
2016-10-21,11945.98,11945.98,11880.57,11929.72,0
2016-10-20,11903.55,11971.67,11903.55,11927.43,0
2016-10-19,11910.09,11916.72,11848.91,11879.62,0
2016-10-18,11727.72,11888.09,11726.97,11884.2,0
2016-10-17,11811.09,11817.66,11668.62,11684.16,0
2016-10-14,11761.06,11791.76,11721.59,11774.6,0
2016-10-13,11909.85,11909.85,11673.27,11735.0,0
2016-10-10,11937.26,11969.03,11910.75,11915.63,0
2016-10-07,11936.37,11957.73,11862.89,11907.81,0
2016-10-06,11993.12,12032.26,11882.51,11923.07,0
2016-10-05,12006.92,12023.02,11934.49,11965.62,0
2016-10-04,11956.38,11980.33,11918.32,11968.0,0
2016-10-03,11750.62,11920.85,11747.61,11915.57,0
2016-09-30,11601.37,11722.65,11568.68,11700.65,0
2016-09-29,11933.7,11965.41,11552.51,11603.12,0
2016-09-28,11818.23,11909.08,11817.91,11886.38,0
2016-09-27,11858.18,11892.22,11797.29,11816.9,0
2016-09-26,11935.72,11935.72,11823.47,11833.11,0
2016-09-23,11987.5,12005.76,11935.45,11947.61,0
2016-09-22,11935.2,11991.19,11922.73,11970.49,0
2016-09-21,11850.88,11910.43,11826.01,11840.4,0
2016-09-20,11894.22,11896.33,11822.45,11839.44,0
2016-09-19,11857.63,11899.81,11838.3,11874.04,0
2016-09-16,11832.23,11941.71,11801.93,11840.67,0
2016-09-15,11800.56,11819.86,11758.36,11791.15,0
2016-09-14,11741.12,11795.69,11717.2,11788.52,0
2016-09-12,11851.94,11851.95,11715.79,11729.44,0
2016-09-09,12078.62,12078.73,11961.37,11972.58,0
2016-09-08,12026.71,12083.11,12004.66,12074.35,0
2016-09-07,12055.69,12072.58,12010.4,12020.89,0
2016-09-06,11888.23,12036.61,11888.05,12026.98,0
2016-09-02,11828.96,11869.17,11810.53,11851.03,0
2016-09-01,11840.57,11872.42,11782.23,11805.03,0
2016-08-31,11807.91,11880.02,11807.11,11834.89,0
2016-08-30,11664.15,11817.82,11663.73,11788.84,0
2016-08-29,11609.97,11638.96,11550.13,11626.39,0
2016-08-26,11628.04,11655.19,11565.24,11591.88,0
2016-08-25,11693.55,11719.08,11596.79,11608.35,0
2016-08-24,11649.17,11684.12,11635.74,11671.3,0
2016-08-23,11639.94,11647.45,11567.97,11625.18,0
2016-08-22,11693.15,11714.82,11618.91,11633.64,0
2016-08-19,11692.97,11710.32,11656.58,11681.18,0
2016-08-18,11623.5,11687.33,11623.27,11670.0,0
2016-08-17,11595.3,11643.96,11569.35,11596.86,0
2016-08-16,11618.78,11632.48,11537.26,11590.99,0
2016-08-12,11529.65,11622.13,11527.01,11598.51,0
2016-08-11,11508.2,11533.0,11440.36,11513.37,0
2016-08-10,11657.87,11661.2,11484.28,11497.06,0
2016-08-09,11720.23,11720.23,11596.83,11641.07,0
2016-08-08,11669.72,11703.8,11657.79,11690.43,0
2016-08-05,11493.13,11637.67,11490.18,11627.71,0
2016-08-04,11507.01,11514.6,11404.92,11453.45,0
2016-08-03,11572.02,11573.09,11411.65,11431.44,0
2016-08-02,11613.0,11661.16,11546.49,11552.0,0
2016-08-01,11614.75,11690.38,11524.09,11591.48,0
2016-07-29,11613.89,11633.37,11577.71,11585.96,0
2016-07-28,11566.62,11609.33,11555.55,11598.1,0
2016-07-27,11499.64,11587.01,11474.01,11532.63,0
2016-07-26,11555.73,11573.88,11472.46,11490.05,0
2016-07-25,11421.84,11542.66,11415.63,11538.83,0
2016-07-22,11361.43,11426.87,11337.23,11420.35,0
2016-07-21,11441.04,11447.88,11347.1,11353.3,0
2016-07-20,11336.03,11416.96,11333.34,11410.93,0
2016-07-19,11330.24,11348.5,11272.27,11334.01,0
2016-07-18,11393.52,11429.11,11301.92,11316.8,0
2016-07-15,11414.5,11448.53,11346.23,11361.58,0
2016-07-14,11343.84,11402.93,11325.09,11397.4,0
2016-07-13,11388.27,11396.74,11314.44,11331.39,0
2016-07-12,11319.65,11364.92,11307.65,11356.51,0
2016-07-11,11197.13,11304.04,11196.71,11297.82,0
2016-07-08,11170.83,11172.26,11079.52,11122.45,0
2016-07-07,11158.07,11178.05,11123.82,11140.36,0
2016-07-05,11190.99,11196.66,11120.22,11140.28,0
2016-07-04,11157.56,11210.46,11154.25,11172.62,0
2016-07-01,11052.77,11132.1,11052.72,11106.31,0
2016-06-30,10968.64,11045.33,10966.44,11029.45,0
2016-06-29,10850.08,10926.99,10848.53,10914.32,0
2016-06-28,10767.93,10834.03,10759.98,10812.63,0
2016-06-27,10699.0,10786.14,10683.85,10758.54,0
2016-06-24,10692.34,10717.54,10479.26,10707.39,0
2016-06-23,10851.1,10936.55,10829.17,10915.89,0
2016-06-22,10880.45,10912.09,10809.98,10852.43,0
2016-06-21,10906.12,10910.51,10863.94,10879.7,0
2016-06-20,10761.94,10895.8,10736.78,10889.34,0
2016-06-17,10817.53,10853.45,10768.61,10805.87,0
2016-06-16,10840.95,10840.95,10698.09,10776.21,0
2016-06-15,10771.34,10858.62,10767.47,10847.35,0
2016-06-14,10756.96,10759.46,10692.87,10738.95,0
2016-06-13,10747.67,10747.79,10665.4,10728.7,0
2016-06-10,10838.86,10920.28,10796.1,10801.59,0
2016-06-09,10911.41,10918.3,10819.48,10843.2,0
2016-06-08,10899.25,10920.21,10880.96,10909.15,0
2016-06-07,10821.86,10911.59,10821.49,10878.74,0
2016-06-06,10836.95,10839.79,10779.94,10800.88,0
2016-06-03,10853.71,10886.07,10803.86,10817.38,0
2016-06-02,10767.52,10835.93,10742.64,10822.35,0
2016-06-01,10773.55,10831.61,10763.39,10771.38,0
2016-05-31,10811.16,10816.18,10723.17,10761.49,0
2016-05-30,10763.3,10805.65,10739.6,10777.35,0
2016-05-27,10641.21,10749.68,10640.43,10739.61,0
2016-05-26,10504.53,10634.35,10488.16,10622.62,0
2016-05-25,10319.32,10476.52,10319.07,10470.12,0
2016-05-24,10277.31,10282.2,10227.56,10270.35,0
2016-05-23,10333.79,10358.8,10260.01,10267.57,0
2016-05-20,10354.91,10384.37,10276.14,10292.45,0
2016-05-19,10467.44,10468.76,10326.78,10342.49,0
2016-05-18,10452.15,10474.2,10396.34,10462.84,0
2016-05-17,10481.85,10535.12,10465.44,10478.28,0
2016-05-16,10411.5,10460.36,10351.39,10446.6,0
2016-05-13,10479.3,10484.97,10376.69,10399.54,0
2016-05-12,10439.45,10498.77,10430.57,10489.92,0
2016-05-11,10375.87,10464.74,10320.11,10409.63,0
2016-05-10,10431.24,10464.08,10403.28,10450.07,0
2016-05-09,10428.65,10437.15,10300.11,10428.65,0
2016-05-06,10264.82,10284.3,10206.43,10271.89,0
2016-05-05,10268.33,10320.95,10236.65,10271.52,0
2016-05-04,10313.87,10316.17,10228.17,10241.78,0
2016-05-03,10416.15,10496.2,10308.32,10322.06,0
2016-05-02,10399.94,10409.66,10343.6,10392.66,0
2016-04-29,10405.57,10456.75,10322.72,10406.12,0
2016-04-28,10560.11,10578.96,10390.62,10403.92,0
2016-04-27,10530.57,10575.85,10513.53,10557.75,0
2016-04-26,10396.34,10548.5,10380.53,10536.05,0
2016-04-25,10486.94,10487.06,10383.02,10414.28,0
2016-04-22,10478.37,10499.89,10441.77,10468.76,0
2016-04-21,10531.51,10574.96,10448.04,10476.08,0
2016-04-20,10514.0,10539.82,10449.64,10492.03,0
2016-04-18,10437.21,10480.2,10377.34,10473.9,0
2016-04-13,10289.52,10405.2,10289.12,10382.73,0
2016-04-12,10168.93,10232.16,10160.18,10220.01,0
2016-04-11,10059.84,10162.54,9993.33,10155.41,0
2016-04-08,9999.03,10038.9,9980.36,10028.48,0
2016-04-07,10107.65,10110.6,9989.36,10002.64,0
2016-04-06,10074.31,10086.77,10035.54,10075.66,0
2016-04-05,10226.9,10226.9,10030.62,10044.97,0
2016-04-04,10206.57,10237.62,10172.52,10232.62,0
2016-04-01,10181.87,10208.54,10127.82,10179.64,0
2016-03-31,10171.06,10211.26,10137.41,10185.12,0
2016-03-30,10038.13,10163.36,10038.13,10158.03,0
2016-03-29,10002.1,10037.83,9948.57,9979.78,0
2016-03-28,10160.21,10165.08,9972.26,9998.79,0
2016-03-23,10132.86,10148.06,10086.9,10138.16,0
2016-03-22,10128.86,10146.06,10043.22,10131.23,0
2016-03-21,9996.26,10118.21,9992.38,10108.15,0
2016-03-18,9888.99,9982.02,9869.72,9973.19,0
2016-03-17,9905.81,9956.47,9834.56,9868.01,0
2016-03-16,9826.34,9854.19,9734.07,9847.12,0
2016-03-15,9922.68,9925.81,9813.3,9826.31,0
2016-03-14,9911.48,9969.63,9884.59,9911.06,0
2016-03-11,9854.19,9926.86,9823.38,9876.11,0
2016-03-10,9924.62,9929.17,9814.82,9854.27,0
2016-03-09,9821.12,9914.95,9778.59,9906.77,0
2016-03-08,9857.67,9914.03,9802.06,9856.11,0
2016-03-04,9839.75,9867.4,9786.0,9851.02,0
2016-03-03,9737.23,9821.8,9725.99,9811.57,0
